0,121.651
0.1,134.553
0.2,133.084
0.3,118.18
0.4,89.838
0.5,50.969
0.6,7.13
0.7,-37.119
0.8,-77.149
0.9,-107.619
1,-125.109
1.1,-128.928
1.2,-119.176
1.3,-95.855
1.4,-62.007
1.5,-21.198
1.6,23.13
1.7,66.106
1.8,100.543
1.9,121.843
2,130.641
2.1,127.056
2.2,111.212
2.3,83.109
2.4,45.325
2.5,2.215
2.6,-41.896
2.7,-82.864
2.8,-115.032
2.9,-134.412
3,-140.357
3.1,-133.219
3.2,-112.999
3.3,-80.822
3.4,-40.314
3.5,3.494
3.6,46.703
3.7,84.988
3.8,114.052
3.9,129.977
4,131.932
4.1,120.602
4.2,95.987
4.3,60.067
4.4,17.517
4.5,-26.611
4.6,-67.609
4.7,-99.488
4.8,-121.646
4.9,-130.819
5,-127.262
5.1,-110.976
5.2,-83.505
5.3,-44.22
5.4,-0.318
5.5,43.241
5.6,82.314
5.7,112.171
5.8,128.632
5.9,131.191
6,120.797
6.1,97.449
6.2,63.346
6.3,22.031
6.4,-22.344
6.5,-64.241
6.6,-96.984
6.7,-117.667
6.8,-125.876
6.9,-121.86
7,-105.95
7.1,-78.145
7.2,-40.182
7.3,2.973
7.4,47.202
7.5,87.562
7.6,118.458
7.7,136.281
7.8,140.438
7.9,131.053
8,108.126
8.1,74.66
8.2,34.542
8.3,-9.382
8.4,-52.581
8.5,-89.676
8.6,-116.872
8.7,-130.824
8.8,-131.082
8.9,-117.762
9,-90.864
9.1,-53.291
9.2,-10.725
9.3,33.398
9.4,74.985
9.5,107.902
9.6,127.457
9.7,133.685
9.8,126.821
9.9,106.864
10,74.932
10.1,35.042
10.2,-8.626
10.3,-52.255
10.4,-91.178
10.5,-120.763
10.6,-134.177
10.7,-134.126
10.8,-120.974
10.9,-94.723
11,-56.886
11.1,-15.077
11.2,29.166
11.3,71.008
11.4,103.742
11.5,123.618
11.6,130.707
11.7,125.386
11.8,108.197
11.9,79.141
12,40.255
12.1,-3.608
12.2,-47.841
12.3,-87.894
12.4,-118.38
12.5,-132.793
12.6,-133.788
12.7,-121.724
12.8,-96.6
12.9,-60.418
13,-19.594
13.1,24.741
13.2,67.61
13.3,101.855
13.4,122.711
13.5,130.887
13.6,126.812
13.7,110.508
13.8,81.977
13.9,43.815
14,0.454
14.1,-43.945
14.2,-84.996
14.3,-116.953
14.4,-132.798
14.5,-135.118
14.6,-124.173
14.7,-99.963
14.8,-64.461
14.9,-24.227
15,19.777
15.1,63.051
15.2,97.784
15.3,119.264
15.4,128.288
15.5,125.314
15.6,110.649
15.7,84.293
15.8,47.5
15.9,4.379
16,-39.771
16.1,-80.242
16.2,-111.492
16.3,-130.81
16.4,-136.972
16.5,-130.399
16.6,-111.093
16.7,-80.479
16.8,-40.772
16.9,3.106
17,46.62
17.1,85.125
17.2,114.276
17.3,130.24
17.4,132.123
17.5,120.555
17.6,95.537
17.7,59.741
17.8,17.467
17.9,-26.973
18,-68.103
18.1,-99.835
18.2,-121.747
18.3,-130.826
18.4,-127.027
18.5,-110.348
18.6,-82.256
18.7,-43.022
18.8,0.677
18.9,44.636
19,83.921
19.1,113.559
19.2,130.004
19.3,132.501
19.4,121.631
19.5,97.395
19.6,62.392
19.7,20.816
19.8,-23.456
19.9,-65.81
20,-99.34
20.1,-119.769
20.2,-127.61
20.3,-123.121
20.4,-106.448
20.5,-77.59
20.6,-39.169
20.7,4.251
20.8,48.001
20.9,88.228
21,119.773
21.1,137.632
21.2,141.378
21.3,131.647
21.4,108.44
21.5,74.225
21.6,33.071
21.7,-11.319
21.8,-54.136
21.9,-90.846
22,-118.131
22.1,-130.694
22.2,-129.299
22.3,-114.497
22.4,-86.288
22.5,-47.103
22.6,-4.023
22.7,40.204
22.8,80.646
22.9,111.599
23,129.583
23.1,134.116
23.2,125.299
23.3,103.133
23.4,69.893
23.5,29.093
23.6,-15.329
23.7,-58.779
23.8,-96.616
23.9,-124.665
24,-136.924
24.1,-135.529
24.2,-120.619
24.3,-92.192
24.4,-52.978
24.5,-10.668
24.6,33.612
24.7,75.074
24.8,107.59
24.9,126.843
25,132.94
25.1,126.247
25.2,106.763
25.3,75.286
25.4,35.273
25.5,-8.66
25.6,-52.385
25.7,-91.59
25.8,-121.485
25.9,-135.363
26,-135.308
26.1,-121.979
26.2,-95.376
26.3,-57.777
26.4,-16.141
26.5,28.046
26.6,70.135
26.7,103.352
26.8,123.292
26.9,130.293
27,125.092
27.1,108.1
27.2,79.316
27.3,40.734
27.4,-2.965
27.5,-46.588
27.6,-86.194
27.7,-116.928
27.8,-132.467
27.9,-134.273
28,-122.776
28.1,-97.974
28.2,-62.094
28.3,-21.034
28.4,23.171
28.5,65.801
28.6,99.66
28.7,120.595
28.8,129.05
28.9,125.253
29,109.605
29.1,82.104
29.2,44.808
29.3,1.818
29.4,-42.331
29.5,-82.359
29.6,-112.837
29.7,-131.898
29.8,-137.85
29.9,-130.484
30,-109.8
30.1,-77.766
30.2,-37.172
30.3,6.875
30.4,50.292
30.5,88.217
30.6,116.36
30.7,131.386
30.8,132.245
30.9,119.746
31,93.888
31.1,57.386
31.2,14.887
31.3,-29.255
31.4,-70.443
31.5,-102.629
31.6,-123.893
31.7,-132.341
31.8,-128.234
31.9,-111.753
32,-82.896
32.1,-42.917
32.2,1.044
32.3,44.818
32.4,84.255
32.5,114.505
32.6,131.192
32.7,133.546
32.8,122.259
32.9,97.329
33,61.438
33.1,19.278
33.2,-25.189
33.3,-67.053
33.4,-99.623
33.5,-121.183
33.6,-130.125
33.7,-126.72
33.8,-111.398
33.9,-84.16
34,-45.491
34.1,-1.902
34.2,41.946
34.3,81.835
34.4,112.544
34.5,130.01
34.6,133.499
34.7,123.241
34.8,99.236
34.9,64.095
35,22.318
35.1,-22.072
35.2,-64.844
35.3,-98.94
35.4,-120.983
35.5,-130.579
35.6,-128.121
35.7,-113.603
35.8,-87.026
35.9,-49.496
36,-6.422
36.1,37.682
36.2,78.078
36.3,109.303
36.4,127.308
36.5,131.792
36.6,123.187
36.7,101.494
36.8,68.164
36.9,27.076
37,-17.258
37.1,-60.517
37.2,-95.188
37.3,-116.281
37.4,-125.062
37.5,-121.988
37.6,-107.564
37.7,-81.79
37.8,-46.02
37.9,-3.437
38,40.692
38.1,81.859
38.2,114.053
38.3,133.109
38.4,138.992
38.5,131.927
38.6,111.913
38.7,80.686
38.8,41.102
38.9,-2.949
39,-46.571
39.1,-85.458
39.2,-114.984
39.3,-130.121
39.4,-131.25
39.5,-118.836
39.6,-92.878
39.7,-56.73
39.8,-15.489
39.9,28.782
40,70.594
40.1,103.3
40.2,123.171
40.3,130.273
40.4,124.966
40.5,107.785
40.6,78.731
40.7,40.304
40.8,-3.121
40.9,-47.077
41,-86.817
41.1,-117.279
41.2,-132.624
41.3,-134.318
41.4,-122.444
41.5,-97.001
41.6,-60.345
41.7,-19.21
41.8,24.786
41.9,67.637
42,101.852
42.1,122.44
42.2,130.197
42.3,125.907
42.4,109.62
42.5,81.336
42.6,43.405
42.7,0.122
42.8,-43.999
42.9,-84.223
43,-115.217
43.1,-133.923
43.2,-139.431
43.3,-132.06
43.4,-111.809
43.5,-79.593
43.6,-38.497
43.7,5.901
43.8,49.248
43.9,87.41
44,116.281
44.1,131.657
44.2,132.67
44.3,120.401
44.4,94.848
44.5,58.143
44.6,15.136
44.7,-29.278
44.8,-70.157
44.9,-101.6
45,-122.952
45.1,-131.41
45.2,-126.798
45.3,-109.115
45.4,-80.129
45.5,-40.307
45.6,3.782
45.7,47.64
45.8,86.73
45.9,116.152
46,132.272
46.1,134.004
46.2,121.796
46.3,95.647
46.4,59.258
46.5,17.08
46.6,-27.409
46.7,-69.254
46.8,-102.098
46.9,-123.025
47,-131.37
47.1,-127.224
47.2,-110.689
47.3,-81.765
47.4,-42.564
47.5,1.116
47.6,44.859
47.7,83.9
47.8,113.575
47.9,130.018
48,132.477
48.1,121.562
48.2,97.275
48.3,61.663
48.4,19.429
48.5,-24.919
48.6,-67.148
48.7,-100.468
48.8,-121.418
48.9,-129.612
49,-125.846
49.1,-110.424
49.2,-83.347
49.3,-45.373
49.4,-1.859
49.5,41.872
49.6,81.317
49.7,111.59
49.8,128.591
49.9,131.755
50,121.681
50.1,98.367
50.2,63.972
50.3,22.391
50.4,-22.219
50.5,-64.898
50.6,-98.602
50.7,-118.735
50.8,-126.125
50.9,-121.418
51,-105.251
51.1,-77.625
51.2,-40.776
51.3,2.008
51.4,46.209
51.5,86.465
51.6,117.199
51.7,135.078
51.8,139.596
51.9,130.808
52,108.715
52.1,75.572
52.2,35.147
52.3,-8.893
52.4,-51.867
52.5,-89.23
52.6,-117.185
52.7,-131.813
52.8,-132.398
52.9,-119.23
53,-92.309
53.1,-55.181
53.2,-13.116
53.3,30.92
53.4,72.325
53.5,104.805
53.6,124.302
53.7,130.952
53.8,125.145
53.9,107.141
54,76.94
54.1,37.516
54.2,-6.216
54.3,-49.693
54.4,-88.234
54.5,-117.436
54.6,-132.496
54.7,-133.993
54.8,-122.402
54.9,-97.724
55,-61.513
55.1,-19.603
55.2,24.628
55.3,67.106
55.4,100.771
55.5,121.334
55.6,129.333
55.7,125.28
55.8,109.512
55.9,82.03
56,44.509
56.1,1.286
56.2,-42.881
56.3,-83.073
56.4,-113.735
56.5,-132.669
56.6,-138.588
56.7,-131.367
56.8,-111.006
56.9,-79.236
57,-38.588
57.1,5.623
57.2,49.012
57.3,87.178
57.4,115.629
57.5,131.001
57.6,132.304
57.7,120.25
57.8,94.838
57.9,58.823
58,16.446
58.1,-27.954
58.2,-69.392
58.3,-101.8
58.4,-123.011
58.5,-131.468
58.6,-127.522
58.7,-111.332
58.8,-82.9
58.9,-43.452
59,0.221
59.1,43.682
59.2,83.1
59.3,113.657
59.4,130.559
59.5,133.138
59.6,122.154
59.7,97.608
59.8,62.138
59.9,20.166
60,-24.154
60.1,-66.163
60.2,-99.258
60.3,-120.278
60.4,-128.667
60.5,-124.839
60.6,-109.218
60.7,-81.805
60.8,-43.531
60.9,0.124
61,43.818
61.1,83.063
61.2,113.088
61.3,129.761
61.4,132.367
61.5,121.53
61.6,97.249
61.7,61.981
61.8,19.984
61.9,-24.61
62,-66.989
62.1,-100.347
62.2,-99.469
62.3,-85.996
62.4,-60.405
62.5,-23.033
62.6,26.119
62.7,54.323
62.8,73.126
62.9,84.407
63,88.168
63.1,88.168
63.2,85.304
63.3,76.711
63.4,62.39
63.5,46.113
63.6,18.95
63.7,-22.527
63.8,-66.856
63.9,-109.871
64,-144.348
64.1,-132.162
64.2,-107.47
64.3,-70.211
64.4,-28.35
64.5,5.724
64.6,-0.579
64.7,2.39
64.8,20.412
64.9,53.485
65,85.295
65.1,103.639
65.2,110.665
65.3,106.592
65.4,88.75
65.5,57.139
65.6,15.959
65.7,-28.465
65.8,-71.315
65.9,-108.721
66,-137.137
66.1,-121.012
66.2,-90.652
66.3,-54.436
66.4,-27.252
66.5,-2.212
66.6,1.224
66.7,20.214
66.8,54.757
66.9,90.669
67,109.372
67.1,114.652
67.2,106.94
67.3,86.236
67.4,54.429
67.5,14.542
67.6,-29.604
67.7,-73.063
67.8,-110.891
67.9,-138.947
68,-122.254
68.1,-91.969
68.2,-48.3
68.3,8.755
68.4,67.25
68.5,84.755
68.6,95.258
68.7,98.759
68.8,98.759
68.9,96.35
69,89.123
69.1,77.078
69.2,57.263
69.3,27.014
69.4,-11.618
69.5,-55.059
69.6,-98.967
69.7,-138.498
69.8,-168.654
69.9,-173.088
70,-164.227
70.1,-142.382
70.2,-107.553
70.3,-60.998
70.4,-19.568
70.5,24.557
70.6,67.083
70.7,101.051
70.8,121.777
70.9,129.714
71,125.409
71.1,109.302
71.2,81.391
71.3,43.841
71.4,0.798
71.5,-43.283
71.6,-83.685
71.7,-114.885
71.8,-133.196
71.9,-138.319
72,-130.545
72.1,-109.874
72.2,-78.075
72.3,-38.093
72.4,5.958
72.5,48.696
72.6,86.476
72.7,115.476
72.8,131.09
72.9,132.37
73,120.153
73.1,94.439
73.2,58.021
73.3,15.597
73.4,-28.799
73.5,-70.249
73.6,-102.399
73.7,-122.818
73.8,-130.466
73.9,-125.796
74,-109.21
74.1,-80.71
74.2,-41.901
74.3,1.583
74.4,45.289
74.5,83.976
74.6,113.04
74.7,129.444
74.8,132.211
74.9,121.399
75,97.007
75.1,61.733
75.2,19.993
75.3,-24.341
75.4,-67.06
75.5,-101.126
75.6,-121.23
75.7,-128.676
75.8,-123.848
75.9,-107.028
76,-78.215
76.1,-40.587
76.2,2.377
76.3,46.389
76.4,86.773
76.5,117.99
76.6,135.979
76.7,140.439
76.8,131.809
76.9,110.088
77,76.733
77.1,35.553
77.2,-8.87
77.3,-52.082
77.4,-89.862
77.5,-118.25
77.6,-131.994
77.7,-131.43
77.8,-117.34
77.9,-89.725
78,-51.498
78.1,-8.828
78.2,35.577
78.3,76.898
78.4,108.995
78.5,127.946
78.6,133.597
78.7,126.104
78.8,105.465
78.9,73.468
79,33.321
79.1,-10.934
79.2,-54.41
79.3,-92.804
79.4,-121.832
79.5,-135.877
79.6,-136.011
79.7,-122.431
79.8,-95.137
79.9,-56.857
80,-14.487
80.1,29.952
80.2,72.13
80.3,105.412
80.4,125.137
80.5,131.711
80.6,125.911
80.7,107.863
80.8,77.565
80.9,38.002
81,-5.85
81.1,-49.446
81.2,-88.129
81.3,-117.44
81.4,-132.066
81.5,-133.028
81.6,-120.853
81.7,-95.541
81.8,-58.721
81.9,-16.56
82,27.829
82.1,70.342
82.2,104.123
82.3,124.178
82.4,130.742
82.5,124.99
82.6,107.65
82.7,78.722
82.8,40.132
82.9,-3.613
83,-47.337
83.1,-86.357
83.2,-116.04
83.3,-130.831
83.4,-132.085
83.5,-120.206
83.6,-95.193
83.7,-59.178
83.8,-17.842
83.9,26.548
84,69.15
84.1,103.009
84.2,123.607
84.3,131.143
84.4,126.048
84.5,108.832
84.6,79.497
84.7,41.125
84.8,-2.035
84.9,-46.228
85,-86.063
85.1,-116.274
85.2,-130.889
85.3,-132.291
85.4,-120.56
85.5,-95.696
85.6,-59.59
85.7,-18.932
85.8,25.083
85.9,67.78
86,101.787
86.1,122.49
86.2,130.571
86.3,126.426
86.4,110.072
86.5,81.506
86.6,43.331
86.7,0.17
86.8,-44.028
86.9,-85.085
87,-117.051
87.1,-135.081
87.2,-139.92
87.3,-132.135
87.4,-111.726
87.5,-79.353
87.6,-39.177
87.7,4.797
87.8,48.06
87.9,86.141
88,114.969
88.1,130.729
88.2,132.501
88.3,120.9
88.4,95.928
88.5,59.695
88.6,16.927
88.7,-27.444
88.8,-68.966
88.9,-101.491
89,-122.509
89.1,-131.22
89.2,-127.04
89.3,-110.769
89.4,-82.406
89.5,-43.704
89.6,-0.029
89.7,43.782
89.8,82.915
89.9,112.463
90,129.161
90.1,132.142
90.2,121.568
90.3,97.439
90.4,62.291
90.5,20.401
90.6,-24.003
90.7,-66.164
90.8,-99.418
90.9,-122.187
91,-132.449
91.1,-130.365
91.2,-116.005
91.3,-89.37
91.4,-50.758
91.5,-7.306
91.6,36.853
91.7,77.45
91.8,108.944
91.9,127.104
92,131.764
92.1,123.488
92.2,102.279
92.3,69.203
92.4,28.041
92.5,-16.169
92.6,-58.789
92.7,-92.678
92.8,-113.719
92.9,-122.579
93,-119.45
93.1,-104.573
93.2,-77.948
93.3,-40.975
93.4,2.104
93.5,46.311
93.6,87.477
93.7,119.672
93.8,138.31
93.9,143.488
94,135.978
94.1,115.779
94.2,84.329
94.3,44.49
94.4,0.365
